gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgChargePerMonth,TenureBucket,MonthlyChargesBucket,churn_probability,risk_bucket,risk_decile,recommended_action
Female,0,No,No,29,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),71.0,2080.1,0,71.72758620689655,25-36,51-75,0.42593815815556874,Medium,6,Watchlist / proactive support
Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,4040.2,0,91.82272727272726,37-48,76-100,0.7809881776253731,High,9,Target retention offer
Male,0,Yes,Yes,59,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,86.75,5186.0,0,87.89830508474576,49-60,76-100,0.05822566469065226,Low,2,No action
Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,196.15,1,65.38333333333334,0-6,51-75,0.7705031001885833,High,9,Target retention offer
Female,0,Yes,Yes,18,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,61.5,1087.45,0,60.41388888888889,13-24,51-75,0.14115431439503867,Low,3,No action
Male,1,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,1672.15,0,24.957462686567165,61+,26-50,0.013756125614876156,Low,1,No action
Female,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,1206.05,1,54.820454545454545,13-24,51-75,0.31704639196129003,Low,5,No action
Male,0,No,Yes,33,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),34.05,1113.95,0,33.75606060606061,25-36,26-50,0.10657912011996483,Low,3,No action
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,107.05,0,21.41,0-6,0-25,0.3522110250614669,Low,5,No action
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,38.15,0,19.075,0-6,0-25,0.37358751809677937,Low,5,No action
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.7,6339.3,0,88.04583333333333,61+,76-100,0.02651885099051421,Low,1,No action
Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,184.1,0,20.455555555555556,7-12,0-25,0.26532485310298465,Low,4,No action
Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.3,1688.9,0,25.207462686567165,61+,26-50,0.009896195519700978,Low,1,No action
Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.95,1378.25,1,86.140625,13-24,76-100,0.8656746383721264,High,10,Target retention offer
Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.7,137.6,0,17.2,7-12,0-25,0.38813915666341064,Low,5,No action
Male,0,No,No,5,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,43.25,219.0,1,43.8,0-6,26-50,0.5348483447392925,Medium,7,Watchlist / proactive support
Male,0,Yes,Yes,23,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),48.35,1067.15,1,46.39782608695653,13-24,26-50,0.30761248673266867,Low,5,No action
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.55,79.55,1,79.55,0-6,76-100,0.888578857525766,High,10,Target retention offer
Female,1,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,3444.85,1,68.89699999999999,49-60,51-75,0.5970735131259415,Medium,7,Watchlist / proactive support
Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,369.05,0,21.708823529411767,13-24,0-25,0.06913211291860279,Low,2,No action
Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.8,7553.6,0,111.08235294117648,61+,100+,0.17877564318679268,Low,4,No action
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,84.5,1,84.5,0-6,76-100,0.8784098969342037,High,10,Target retention offer
Female,1,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,1813.1,0,72.524,25-36,51-75,0.7775999781090871,High,9,Target retention offer
Male,0,No,No,67,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),49.35,3321.35,0,49.57238805970149,61+,26-50,0.07491526989656061,Low,2,No action
Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.35,707.5,0,22.109375,25-36,0-25,0.07390217383170286,Low,2,No action
Female,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,105.6,7112.15,0,106.15149253731343,61+,100+,0.438283419687703,Medium,6,Watchlist / proactive support
Male,1,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.45,4641.1,0,64.45972222222223,61+,51-75,0.05014349869860339,Low,2,No action
Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.6,7690.9,1,108.3225352112676,61+,100+,0.18451002305216851,Low,4,No action
Male,0,No,Yes,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,0,49.9,0-6,26-50,0.662944966032961,Medium,8,Watchlist / proactive support
Male,0,No,No,46,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.3,1380.1,1,30.002173913043475,37-48,26-50,0.24580209511246348,Low,4,No action
Female,1,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.4,78.65,1,39.325,0-6,26-50,0.8341807948498926,High,9,Target retention offer
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,1,45.4,0-6,26-50,0.6633258682610005,Medium,8,Watchlist / proactive support
Female,0,Yes,No,48,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,65.65,3094.65,0,64.471875,37-48,51-75,0.23073703717651797,Low,4,No action
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.3,6518.35,0,106.85819672131149,61+,100+,0.3991200546290144,Low,6,No action
Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,1,80.8109375,25-36,76-100,0.5702355592017371,Medium,7,Watchlist / proactive support
Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.45,82.7,0,41.35,0-6,26-50,0.6622528402189194,Medium,8,Watchlist / proactive support
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,58.85,1,19.616666666666667,0-6,0-25,0.44862593975821763,Medium,6,Watchlist / proactive support
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,1,85.17999999999999,0-6,76-100,0.7650068779264041,High,9,Target retention offer
Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),89.9,6342.7,0,89.33380281690141,61+,76-100,0.026834291654651114,Low,1,No action
Male,0,Yes,No,37,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.05,2030.75,0,54.88513513513514,37-48,51-75,0.32977013151593376,Low,5,No action
Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.1,6700.05,0,103.07769230769232,61+,100+,0.18412040835856913,Low,4,No action
Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.6,7244.7,0,108.12985074626866,61+,100+,0.2739649684272534,Low,5,No action
Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.2,3678.3,1,75.06734693877551,49-60,76-100,0.40993290983215763,Medium,6,Watchlist / proactive support
Male,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.5,3486.65,0,69.733,49-60,51-75,0.05268980403382031,Low,2,No action
Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.6,411.15,0,16.445999999999998,25-36,0-25,0.11323249269791548,Low,3,No action
Female,0,No,Yes,17,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,55.85,937.5,1,55.14705882352941,13-24,51-75,0.34027856993228783,Low,5,No action
Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.05,1559.15,0,24.36171875,61+,0-25,0.015680909836457927,Low,1,No action
Male,0,Yes,No,25,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),38.1,970.4,0,38.816,25-36,26-50,0.4428211670424092,Medium,6,Watchlist / proactive support
Male,1,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,2483.5,1,107.97826086956522,13-24,100+,0.8735357012156365,High,10,Target retention offer
Male,1,Yes,No,24,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,34.25,828.2,0,34.50833333333333,13-24,26-50,0.4473731364122073,Medium,6,Watchlist / proactive support
Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3810.55,0,102.98783783783784,37-48,100+,0.827766804593152,High,9,Target retention offer
Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.65,1493.2,0,71.1047619047619,13-24,51-75,0.7710881763454743,High,9,Target retention offer
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.8,45.8,0,45.8,0-6,26-50,0.6684918640825103,Medium,8,Watchlist / proactive support
Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.75,777.3,0,77.72999999999999,7-12,76-100,0.8045071205999048,High,9,Target retention offer
Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,1,92.72500000000001,0-6,76-100,0.859311830220227,High,10,Target retention offer
Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.4,4911.05,0,96.29509803921569,49-60,76-100,0.3272294508268057,Low,5,No action
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,187.35,0,18.735,7-12,0-25,0.36957311012921257,Low,5,No action
Female,0,No,No,6,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.95,307.6,0,51.26666666666667,0-6,51-75,0.4804913295834597,Medium,6,Watchlist / proactive support
Male,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.5,4318.35,0,91.87978723404257,37-48,76-100,0.07634455995200938,Low,2,No action
Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.4,4820.55,0,79.02540983606558,61+,76-100,0.10001119095470375,Low,3,No action
Female,0,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.75,3038.55,0,58.43365384615385,49-60,51-75,0.10185793021753645,Low,3,No action
Female,0,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,0,61.05428571428572,25-36,51-75,0.25708681573201697,Low,4,No action
Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,7472.15,0,105.24154929577465,61+,100+,0.3765660809237764,Low,5,No action
Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.25,389.1,1,64.85000000000001,0-6,51-75,0.480348816614064,Medium,6,Watchlist / proactive support
Male,0,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),53.3,2296.25,0,51.02777777777778,37-48,51-75,0.04290105713372274,Low,2,No action
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.55,187.45,1,93.725,0-6,76-100,0.915654869491105,High,10,Target retention offer
Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,1,65.3125,0-6,51-75,0.7043419762436618,High,8,Target retention offer
Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,38.45,0,19.225,0-6,0-25,0.7061051863080839,High,8,Target retention offer
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85,299.2,1,74.8,0-6,76-100,0.8436217998699842,High,10,Target retention offer
Male,0,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),59.9,3043.6,0,59.67843137254902,49-60,51-75,0.0666684262423196,Low,2,No action
Male,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.95,1506.4,0,25.10666666666667,49-60,0-25,0.02649358233257121,Low,1,No action
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,163.7,0,18.188888888888886,7-12,0-25,0.23465877206219132,Low,4,No action
Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,1,107.75,0-6,100+,0.8678323157850623,High,10,Target retention offer
Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,1640.0,0,96.47058823529412,13-24,76-100,0.7485545635383357,High,8,Target retention offer
Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,762.1,1,95.2625,7-12,76-100,0.884949355937382,High,10,Target retention offer
Male,0,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,0,83.61630434782609,37-48,76-100,0.04917221959202591,Low,2,No action
Female,0,No,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,0,83.03823529411765,61+,76-100,0.03802578391118921,Low,2,No action
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.5,53.5,1,53.5,0-6,51-75,0.7254650866105249,High,8,Target retention offer
Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,79.05,0,19.7625,0-6,0-25,0.2014219146865415,Low,4,No action
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.1,25.1,1,25.1,0-6,26-50,0.7695364377653965,High,9,Target retention offer
Male,0,No,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.4,1516.6,0,54.16428571428571,25-36,51-75,0.14840845805272845,Low,3,No action
Female,0,No,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.6,2224.5,0,57.03846153846154,37-48,51-75,0.210727225965105,Low,4,No action
Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.8,888.75,0,80.79545454545455,7-12,76-100,0.805034777202053,High,9,Target retention offer
Female,0,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.4,4310.35,0,60.70915492957747,61+,51-75,0.05917275213145259,Low,2,No action
Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,42.9,0,21.45,0-6,0-25,0.32658460730280964,Low,5,No action
Male,1,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,2365.15,1,78.83833333333334,25-36,76-100,0.6451822555487274,Medium,7,Watchlist / proactive support
Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,353.65,0,20.802941176470586,13-24,0-25,0.13227004200887388,Low,3,No action
Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,0,92.23818181818183,49-60,76-100,0.5548113963280943,Medium,7,Watchlist / proactive support
Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,0,78.0491379310345,49-60,76-100,0.3807486294946881,Low,5,No action
Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.2,308.25,1,61.65,0-6,51-75,0.45138896715029975,Medium,6,Watchlist / proactive support
Female,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.45,19.45,1,19.45,0-6,0-25,0.5921551547585002,Medium,7,Watchlist / proactive support
Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.05,678.45,0,75.38333333333334,7-12,51-75,0.8819672197688037,High,10,Target retention offer
Male,0,No,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,0,47.58846153846154,25-36,26-50,0.2857742227196583,Low,5,No action
Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1023.95,0,20.479,49-60,0-25,0.01758265159818214,Low,1,No action
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,8182.75,0,113.64930555555556,61+,100+,0.13153541965406726,Low,3,No action
Female,0,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.0,4532.3,0,105.40232558139536,37-48,100+,0.25457269609449634,Low,4,No action
Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.95,1444.05,0,25.786607142857143,49-60,26-50,0.0254747029633766,Low,1,No action
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,0,19.1,0-6,0-25,0.3880755038648121,Low,5,No action
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.4,7372.65,1,102.39791666666666,61+,100+,0.25627125819563706,Low,4,No action
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,0,101.73750000000001,61+,100+,0.0958388597013712,Low,3,No action
